Időbélyeg;Pontszám;"1.	A végtelen ciklus (livelock)…";"2.	A modellező eszközök…";"3.	A futásidejű monitor… ";"4.	A tesztfedettség… ";"5.	A modellellenőrzés… ";"6.	A folyamatban egy elemi tevékenység vizitációs száma… ";"7.	A rendre XP és XQ átbocsátóképességű P és Q elemi tevékenységekből tetszőleges vezérlési elemekkel összeállított folyamat átbocsátóképessége… ";"8.	Hallgatók lábméretét, szemszínét és képzési fokát (BSc, MSc, PhD) vizsgáljuk.";"9.	Hallgatók lábméretét és a két Rendszermodellezés ZH-n elért összpontszámát vizsgáljuk.";"10.	A medián… "
5.17.2017 21:29:33;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:32:22;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:38:52;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:42:42;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:43:20;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:48:24;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;c) …kisebb számításigényű, mint egy tesztkészlet futtatása, hiszen nem kell ténylegesen végrehajtani a modellt.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;c) …mindig P és Q közül a szűk keresztmetszet átbocsátóképességével egyezik, d) …mindenképpen min(XP, XQ);b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:51:03;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:53:26;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 21:55:48;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:01:39;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:02:47;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;c) …helyettesíti a tesztelést, hiszen képes megakadályozni a hibás működést futás közben., d) …része a specifikáció alapján elkészült rendszernek.;a) …az elvárt és tapasztalt kimenet egyezőségének mértéke, b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető, d) …ha eléri az 1 értéket, akkor garantáltan nincs hiba a modellben / kódban;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;a) …a tevékenység átbocsátása és átbocsátóképessége közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:10:06;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., c) …helyettesíti a tesztelést, hiszen képes megakadályozni a hibás működést futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:13:19;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., c) …helyettesíti a tesztelést, hiszen képes megakadályozni a hibás működést futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:13:43;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:18:38;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:18:50;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:23:46;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:23:56;0;;;;;;;;;;
5.17.2017 22:32:25;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:38:31;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:39:46;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét.;a) …a tevékenység átbocsátása és átbocsátóképessége közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 22:41:30;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;;c) A képzés foka egy rendezett kategorikus változó.;;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel.
5.17.2017 22:42:42;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
