Időbélyeg;Pontszám;"1.	Egyensúlyi helyzetben lévő rendszer teljesítménymodellje esetén ";"2.	Egy folyamat átbocsátási rátája…";"3.	A Little-törvény alkalmazásakor";"4.	Egy rendszer teljesítményének (kapacitásának) tervezésekor";"5.	A deadlock vagy holtpont";"1.	A tesztelés során";"7.	A tesztfedettség";"8.	Egy folytonos változó jellemző értékeit doboz diagrammal (boxplottal) és hisztogrammal is ábrázoljuk.";"9.	A kódgenerátor";"10.	Egy numerikus változó 99 adatpontból számított középértékei közül"
5.18.2017 8:11:43;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;b) …mindig nagyobb vagy egyenlő a vizitációs számnál, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, d) lehet egyszerre több módusz érték
5.18.2017 8:12:03;0;a) az érkezési ráta meghaladhatja az átbocsátóképességet, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;a) a tesztbemenenet egy olyan gép, program vagy mechanizmus, melynek feladata a kapott input vizsgálata a specifikáció vagy követelmények szempontjából., c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek., d) nem módosítjuk a rendszermodellt, ezért számít statikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis., a) A boxplotról mindig közvetlenül leolvasható a módusz.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:13:36;0;;;;;;;;;;
5.18.2017 8:16:15;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";"b) felhasználhatjuk a Zipf törvényt, mert fordított arányosságot feltételez a válaszidő és a kihasználtság közt;, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség";a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:20:35;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;a) a tesztbemenenet egy olyan gép, program vagy mechanizmus, melynek feladata a kapott input vizsgálata a specifikáció vagy követelmények szempontjából., c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis., a) A boxplotról mindig közvetlenül leolvasható a módusz.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:20:41;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:21:06;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis., a) A boxplotról mindig közvetlenül leolvasható a módusz.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:22:03;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, c) lehet egyszerre több medián érték, d) lehet egyszerre több módusz érték
5.18.2017 8:22:31;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:27:28;0;;;;;;;;;;
5.18.2017 8:29:30;0;;;;;;;;;;
5.18.2017 8:29:31;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki., c) lehet nagyobb, mint 1, ha a folyamatban van ciklus.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:29:48;0;a) az érkezési ráta meghaladhatja az átbocsátóképességet, b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., d) előállhat úgy, hogy egy olyan ciklusba lépünk be, amelynek a kilépési feltétele sose fog teljesülni.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:32:21;0;;;;;;;;;;
5.18.2017 8:33:23;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;b) mindig elég a tesztbemeneteket megadni, hiszen a kimeneteket úgy is kiszámítja a tesztelt rendszer., c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:36:40;0;;;;;;;;;;
5.18.2017 8:37:30;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:37:56;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:38:35;0;b) időegységenként átlagosan annyi folyamatpéldány indul, mint ahány befejeződik, a Little-törvény fennáll;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;"azt feltételezzük, hogy a beérkezési ráta nem nagyobb, mint az átbocsátóképesség;, meghatározhatjuk az a rendszerben egyidejűleg tartózkodó kérések átlagos számát, a valóságban azonban ez időnként ennél nagyobb értéket is felvehet;, ha a rendszerben töltött idő azonos átbocsátás mellett nő, akkor nagyobb N (átlagos átlapolódási fok) értékre számítunk;, d) ha az átbocsátás csökken, attól a rendszerben kiszolgálás alatt lévő kérések száma nőhet is, a válaszidő esetleges változásától függően.";a) felhasználhatjuk a Zipf törvényt cache tervezésre, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb kérések kiszolgálása, c) gyakran alkalmazott egyszerűsítő feltételezés, hogy az elvégzendő munkamennyiség (összes foglaltsági idő) a terheléssel (beérkező kérések száma) arányos, d) gyakran alkalmazott egyszerűsítő feltételezés, hogy a kapacitással (erőforráspéldányok számával) arányos az átbocsátóképesség;a) és a livelock között fontos különbség, hogy a livelockban történhet állapotváltozás, míg a deadlockban nem., b) egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) teljesen specifikált és jólstrukturált folyamatban nem fordulhat elő.;c) végrehajtjuk a rendszert vagy a modelljét ill. szimuláljuk a működését, ezért számít dinamikus ellenőrzésnek.;a) annak mértéke, hogy a teszteléskor a modell vagy szoftver mekkora részét próbáljuk ki.;a) A boxplotról mindig közvetlenül leolvasható az első kvartilis.;b) inputja lehet szöveges szintaxissal adott modell., c) inputja lehet grafikus szintaxissal adott modell., d) outputja lehet egy program forráskódja mint szövegfájl.;a) az átlag lehet nagyobb, mint a medián, a) a medián lehet nagyobb, mint a módusz, d) lehet egyszerre több módusz érték
5.18.2017 8:39:01;0;;;;;;;;;;
