Időbélyeg;Pontszám;"1.	1000 mért adatpontot összesítve… ";"2.	Vizuális elemzésnél…";"3.	Ha a rendszer felépítését vagy terhelését megváltoztatva az átbocsátása megnő…";"4.	Egy rendszer teljesítményének (kapacitásának) tervezésekor…";"5.	Adatfolyamháló finomításakor …";"6.	A jólstrukturált folyamatmodell …";"7.	A követelmények…";"8.	A tesztelés során az orákulum és a referencia között…";"9.	A tesztfedettség…";"10.	A modellellenőrzés…"
5.18.2017 8:26:00;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., c) …mindig teljesen specifikált a jólstrukturált blokkokból való építkezés miatt.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:28:41;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, b) …de az átbocsátóképessége változatlan, akkor a kihasználtság csökken;";a) …benchmarkokból kiolvasható a vizsgált rendszer jövőben várható érkezési rátája., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:29:00;0;;;;;;;;;;
5.18.2017 8:31:20;0;;;;;;;;;;
5.18.2017 8:33:17;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot., b) …ha két változó doboz diagramjának (boxplotjának) alakja tökéletesen megegyezik, akkor a változók értékei egyenes arányosságban állnak egymással.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, b) …de az átbocsátóképessége változatlan, akkor a kihasználtság csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …benchmarkokból kiolvasható a vizsgált rendszer jövőben várható érkezési rátája., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása., a) …felhasználhatjuk a Zipf törvényt, mert egyenes arányosságot feltételez a válaszidő és a kihasználtság közt.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval., d)  …egy viselkedésmodellel leírt rendszerből származtathatjuk a specifikációját.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja., d) …különbség, hogy a referencia tesztbemenet nélkül ellenőrzi a működést, míg az orákulum mellé tesztbemenetet is meg kell adni.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., b) … a rendszert futási időben figyelve detektálja, ha az eltér a specifikációtól., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:35:00;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, b) …de az átbocsátóképessége változatlan, akkor a kihasználtság csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:36:23;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:36:42;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;, a) …akkor a rendszerben kiszolgálás alatt lévő kérések száma csökken, változatlan válaszidőt feltételezve.";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:37:30;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;";c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:39:11;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:40:23;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …benchmarkokból kiolvasható a vizsgált rendszer jövőben várható érkezési rátája., a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., b) … a rendszert futási időben figyelve detektálja, ha az eltér a specifikációtól., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:40:58;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot., c) …a doboz diagramról a konkrét értékek előfordulási száma explicite leolvasható.;"b) …de az átbocsátóképessége változatlan, akkor a kihasználtság csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., d)  …egy viselkedésmodellel leírt rendszerből származtathatjuk a specifikációját.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., c) …mindig teljesen specifikált a jólstrukturált blokkokból való építkezés miatt.;a) …a megvalósítandó rendszerrel szembeni elvárások., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., d) …különbség, hogy a referencia tesztbemenet nélkül ellenőrzi a működést, míg az orákulum mellé tesztbemenetet is meg kell adni.;a) …0 és 1 közötti érték., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:41:23;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;, a) …akkor a rendszerben kiszolgálás alatt lévő kérések száma csökken, változatlan válaszidőt feltételezve.";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:43:23;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …benchmarkokból kiolvasható a vizsgált rendszer jövőben várható érkezési rátája., a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval., d)  …egy viselkedésmodellel leírt rendszerből származtathatjuk a specifikációját.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését.
5.18.2017 8:44:49;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";a) …szimulációval megállapítható a különféle terheléseknél várható teljesítmény., c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., c) …mindig teljesen specifikált a jólstrukturált blokkokból való építkezés miatt.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., b) …különbség, hogy deklaratív követelmények esetén referencia nem mindig adható meg, csak tesztorákulum., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
5.18.2017 8:48:15;0;a) …a módusz lehet kisebb a 0.1-es kvantilisnél., c) …az átlag lehet kisebb a 0.1-es kvantilisnél.;a) …két folytonos numerikus változó kapcsolatának vizsgálatára használhatunk párhuzamos koordináta diagramot.;"…miközben egy adott tevékenységének átbocsátása nem változik, akkor a tevékenység vizitációs száma csökken;, c)  …akkor (egyensúlyi helyzetet feltételezve) az érkezési ráta is megnőtt;";c) …felhasználhatjuk a Zipf törvényt cache méretezésére, mert segítségével megadható, mekkora terhelést jelent a leggyakoribb néhány kérés kiszolgálása.;a) …halmazfinomítással bővíthetjük a kommunikációs csatornák tokenkészletét, a csatornára illeszkedő csomópontokat hozzáigazítva., b) …a csomópontok (mint önálló viselkedésmodellek) belső működését finomíthatjuk., c) …a csomópontokat kiválthatjuk egy összetett részhálóval.;a) …minden fork-ot szimmetrikusan lezár join-nal, így a folyamat ágai nem fognak két join-nál kölcsönösen egymásra várva deadlockba ragadni., d) …csak olyan ciklust tartalmazhat, amelynek egyetlen kilépési pontja van.;a) …a megvalósítandó rendszerrel szembeni elvárások., b) …néha többféleképpen értelmezhetőek, ha informálisan vannak megadva., a) … nemfunkcionális jellegű állítások, míg funkcionális feltételek csak az alacsonyabb szintű specifikációkban fogalmazhatóak meg., a) …a modellezés vagy fejlesztés során szerzett tapasztalatok alapján iteratíve pontosíthatóak.;a) …hasonlóság, hogy mindkettő a tesztelt rendszer kimenetének ellenőrzésére szolgál., c)  …kapcsolat, hogy a referenciából szükség szerint mindig készíthető vele azonos jelentésű orákulum, amely egyszerűen a referenciával való egyezőséget vizsgálja.;a) …0 és 1 közötti érték., b) …mérésének célja, hogy becslést kapjunk a tesztkészlet minőségéről, teljességéről., d) … növelhető új tesztek felvételével.;a) …célja, hogy matematikai precizitással igazolja a specifikáció teljesülését., d) …a modell összes lehetséges viselkedését kimerítően elemzi.
