Időbélyeg;Pontszám;"1.	A modell és a modellezett rendszer viszonya:";"2.	Ha egy rendszernek az M1 modell jó modellje, de az M2 modell nem érvényes rá, akkor…";"3.	A fa tulajdonságú gráf…";"4.	Egy egyszerű állapotgép biztosan determinisztikus, ha…";"5.	Ha M1 állapotgép absztrahálja M2 állapotgépet, akkor…";"6.	Az S1 S2 és S3 állapotterek direkt szorzataként előálló S állapottérnek minden pillanatban…";"7.	Ha az egyik állapotrégió 5 állapotot és 15 átmenetet, a másik régió 4 állapotot és 8 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Egy folyamat biztosan jól strukturált, ha…";"9.	Őrfeltételt írhatunk…"
5.17.2017 18:43:08;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 18:52:38;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 18:55:34;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 18:56:17;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:05:58;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:06:00;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;d) …M1 mindenképpen M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van., c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája., a) … nem tartalmaz fork-join párt.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:06:58;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:07:50;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:07:52;0;;;;;;;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:12:16;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;d) …M1 mindenképpen M2 absztrakciója.;;b) …egy kezdőállapota van.;a) …M1 több információt tartalmaz, mint M2.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:12:48;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:13:54;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;a) …23 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:14:07;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:22:56;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire.
5.17.2017 19:26:46;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája., a) … nem tartalmaz fork-join párt.;a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:28:04;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:29:37;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:30:24;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:30:40;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:32:30;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;a) … determinisztikus.;a) …állapotgép átmeneteire.
5.17.2017 19:33:27;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:35:06;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:37:14;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;;b) …100 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:42:18;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., d) …adatfolyamháló csatornáira.
5.17.2017 19:43:09;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.17.2017 19:45:27;0;;;;;;;;;
5.17.2017 19:46:32;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:49:03;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása., c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:51:41;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) … legalább 3 eleme fennáll., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:52:27;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:54:07;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 19:57:25;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;d) …típusgráfja nem tartalmazhat hurokélet.;b) …egy kezdőállapota van., c) …egy állapotátmenete van.;;;d) … 120 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:15:13;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:16:35;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:21:54;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:33:14;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:34:55;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:35:07;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:39:10;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;a) …csak irányítatlan kört tartalmazhat, irányított kört nem.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:40:03;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:40:13;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., b) …egy kezdőállapota van., c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:50:36;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., d) A modell a modellezett rendszer finomítása.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) … legalább 3 eleme fennáll., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire.
5.17.2017 20:51:50;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;a) …23 átmenetet tartalmaz.;a) … determinisztikus., c) … nem tartalmaz ciklust.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
