Időbélyeg;Pontszám;"1.	A modell…";"2.	A strukturális dekompozíció…";"3.	A struktúramodelleknek tipikus célja...";"4.	IT rendszer modelljének állapottere… ";"1.	Egy állapotgép biztosan determinisztikus, ha… ";"6.	Két komponens állapotgép aszinkron szorzata…";"7.	Általánosan egy viselkedésmodell…";"8.	Folyamatmodellek esetén…";"9.	A jólstrukturált folyamatmodellek…";"10.	A folyamatmodell döntési (decision) elágazásainál…"
5.17.2017 19:50:26;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 19:59:36;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:04:34;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet., b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép., c) …nem lehet determinisztikus, mert mindkét komponens állapotgép válthat állapotot.;a) …alatt mindig állapotgépet értünk., b) …feladata, hogy a rendszer működését, változását leírja., d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:20:20;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;b) ...hogy az egyes eseményekre a rendszer által adott választ definiálják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet., b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;a) …alatt mindig állapotgépet értünk., b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., c) …pontosan azon programoknak felelnek meg, amelyek nem rekurzívak.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:25:19;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;;;b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra., d) …a döntési ágaknak egy befejezési (Flow End) csomópontban be kell várniuk egy-mást.
5.17.2017 20:28:11;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:28:33;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., c) … mindig véges méretű., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:37:23;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., d) …egyfajta finomítás.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;a) …alatt mindig állapotgépet értünk., b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet.
5.17.2017 20:43:27;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát., d) …egyfajta finomítás.;a) ...hogy a rendszer belső felépítését leírják., b) ...hogy az egyes eseményekre a rendszer által adott választ definiálják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., c) … mindig véges méretű.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:54:49;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …mindig növeli a modellelemek számát., d) …egyfajta finomítás.;a) ...hogy a rendszer belső felépítését leírják.;;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet.;b) …maga is állapotgép.;a) …alatt mindig állapotgépet értünk., b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., c) …pontosan azon programoknak felelnek meg, amelyek nem rekurzívak.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 20:57:55;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát., d) …egyfajta finomítás.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., c) … mindig véges méretű., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet., b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép., d) …olyan állapotátmeneteket tartalmaz, amelyek során mindig mindkét komponens ál-lapotgépben is végrehajtódik egy-egy átmenet.;b) …feladata, hogy a rendszer működését, változását leírja., d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra., d) …a döntési ágaknak egy befejezési (Flow End) csomópontban be kell várniuk egy-mást.
5.17.2017 21:00:56;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., c) ...hogy a végrehajtandó lépéseket és egymás közti sorrendjüket megadják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:01:47;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a kimenő élekre írt őrfeltételek elsődleges célja, hogy másik folyamatmodellel szinkronizálni lehessen (randevú)., b) …az egyes döntési ágakon tetszőleges számú lépés következhet.
5.17.2017 21:02:49;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., d) …tipikusan pontosabb, részletesebb a modellezett rendszernél.;a) …egy rendszer részekre bontása az állapotátmeneti reláció szerint., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., c) … mindig véges méretű.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;a) …alatt mindig állapotgépet értünk., b) …feladata, hogy a rendszer működését, változását leírja., d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;d) …a fork és join vezérlési elemekkel több végrehajtható ág közül lehet egyet válasz-tani.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a kimenő élekre írt őrfeltételek elsődleges célja, hogy másik folyamatmodellel szinkronizálni lehessen (randevú)., a) …a döntés után pontosan egy ág kerül végrehajtásra., d) …a döntési ágaknak egy befejezési (Flow End) csomópontban be kell várniuk egy-mást.
5.17.2017 21:09:36;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;b) … mindig kizárólagos és teljes.;;b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:13:00;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …egy rendszer részekre bontása az állapotátmeneti reláció szerint., a) …lehet fizikai vagy logikai.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., c) … mindig véges méretű.;b) …nem tartalmaz spontán átmenetet., a) …nem tartalmaz párhuzamos régiókat.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni., d) …a fork és join vezérlési elemekkel több végrehajtható ág közül lehet egyet válasz-tani.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:18:17;0;;;;;;;;;;
5.17.2017 21:26:05;0;a) …mindig egy tervezés alatt álló rendszerről szól, sosem a létező valóságról., b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:34:18;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., d) …tipikusan diszkrét.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet.;b) …maga is állapotgép., c) …nem lehet determinisztikus, mert mindkét komponens állapotgép válthat állapotot.;a) …alatt mindig állapotgépet értünk., c) …hibás, ha nemdeterminisztikus, d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni., d) …a fork és join vezérlési elemekkel több végrehajtható ág közül lehet egyet válasz-tani.;d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a kimenő élekre írt őrfeltételek elsődleges célja, hogy másik folyamatmodellel szinkronizálni lehessen (randevú)., b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:34:21;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., d) …egyfajta finomítás.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes.;b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja., d) …absztrahálható, de finomítani már nem lehet, mivel megadja a rendszer teljes vi-selkedését.;b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:37:45;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:40:14;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., d) …tipikusan pontosabb, részletesebb a modellezett rendszernél.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;b) … mindig kizárólagos és teljes., c) … mindig véges méretű.;a) …minden állapotban minden bemenethez tartozik legalább egy átmenet., b) …nem tartalmaz spontán átmenetet.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;;b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:40:36;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai.;a) ...hogy a rendszer belső felépítését leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., c) … mindig véges méretű.;a) …nem tartalmaz párhuzamos régiókat., d) …nem tartalmaz hierarchikus állapotot.;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
5.17.2017 21:44:04;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát., d) …egyfajta finomítás.;b) ...hogy az egyes eseményekre a rendszer által adott választ definiálják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;c) …hibás, ha nemdeterminisztikus;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;b) …az egyes döntési ágakon tetszőleges számú lépés következhet.
5.17.2017 21:44:57;0;;;;;b) …nem tartalmaz spontán átmenetet.;;;;;
5.17.2017 21:46:58;0;b) …nem mindig foglalkozik az egész modellezett rendszerrel, hanem csak egy ré-szével., a) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …lehet fizikai vagy logikai., a) …mindig növeli a modellelemek számát.;a) ...hogy a rendszer belső felépítését leírják., d) ...hogy a rendszert alkotó elemek jellemzőit és viszonyait leírják.;a) …mindig legalább egy állapotból áll., b) … mindig kizárólagos és teljes., d) …tipikusan diszkrét.;;a) …absztrakcióval visszavetíthető az egyik komponens állapotgépre., b) …maga is állapotgép.;b) …feladata, hogy a rendszer működését, változását leírja.;a) …az elemi tevékenységek időbeli kiterjedéssel rendelkeznek., b) …az elemi tevékenységek lefolyását, belső lépéseit (az adott folyamatmodellben) nem modellezzük., c) …ciklusokat decision és merge vezérlési elemekkel tudunk létrehozni.;a) …tipikusan áttekinthetőbbek, de nem csak jólstrukturált modell lehet helyes., d) …pontosan egy belépési és egy kilépési ponttal rendelkeznek.;a) …a kimenő élekre írt őrfeltételek elsődleges célja, hogy másik folyamatmodellel szinkronizálni lehessen (randevú)., b) …az egyes döntési ágakon tetszőleges számú lépés következhet., a) …a döntés után pontosan egy ág kerül végrehajtásra.
